d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
7930,11.0,2.0,1.0,2.0,13.0,41.21,0.25,4.0,10.3,164.84,0.01,9.16,8.0,0.0,0.0,1.0,6.0,3.0,9.0,4.0,3.0,
7931,10.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6.0,0.0,1.0,0.0,10.0,6.0,13.0,7.0,5.0,
7932,11.0,3.0,3.0,2.0,18.0,70.32,0.19,5.25,13.4,369.2,0.02,20.51,7.0,0.0,1.0,0.0,9.0,6.0,11.0,7.0,5.0,False
7933,65.0,9.0,5.0,2.0,141.0,750.39,0.03,35.85,20.93,26903.76,0.25,1494.65,37.0,18.0,7.0,1.0,23.0,17.0,88.0,53.0,17.0,
7934,11.0,1.0,1.0,1.0,55.0,248.8,0.22,4.59,54.22,1141.53,0.08,63.42,7.0,0.0,2.0,0.0,6.0,17.0,29.0,26.0,1.0,
7935,14.0,1.0,1.0,1.0,40.0,169.92,0.23,4.38,38.75,745.02,0.06,41.39,9.0,0.0,3.0,0.0,6.0,13.0,21.0,19.0,1.0,
7937,56.0,12.0,7.0,4.0,185.0,1083.73,0.04,27.65,39.19,29966.68,0.36,1664.82,46.0,0.0,8.0,0.0,26.0,33.0,113.0,73.0,23.0,
7938,54.0,11.0,1.0,6.0,195.0,992.06,0.03,39.27,25.26,38954.7,0.33,2164.15,35.0,0.0,17.0,0.0,19.0,15.0,133.0,62.0,21.0,False
7939,13.0,2.0,1.0,2.0,22.0,81.41,0.14,7.2,11.31,586.15,0.03,32.56,9.0,0.0,1.0,0.0,8.0,5.0,13.0,9.0,3.0,
7940,22.0,1.0,1.0,1.0,72.0,239.18,0.05,19.5,12.27,4663.99,0.08,259.11,14.0,0.0,5.0,0.0,6.0,4.0,46.0,26.0,1.0,
7941,41.0,7.0,6.0,3.0,114.0,618.59,0.04,28.42,21.77,17581.1,0.21,976.73,35.0,0.0,3.0,0.0,24.0,19.0,69.0,45.0,13.0,False
7943,7.0,1.0,1.0,1.0,16.0,50.72,0.2,5.0,10.14,253.59,0.02,14.09,3.0,1.0,1.0,0.0,6.0,3.0,11.0,5.0,1.0,False
7944,55.0,8.0,1.0,4.0,142.0,755.71,0.04,25.77,29.32,19476.81,0.25,1082.04,40.0,10.0,5.0,0.0,18.0,22.0,79.0,63.0,15.0,
7945,26.0,4.0,1.0,4.0,79.0,357.36,0.05,20.18,17.71,7212.2,0.12,400.68,19.0,0.0,5.0,0.0,12.0,11.0,42.0,37.0,7.0,
7946,15.0,2.0,1.0,1.0,39.0,165.67,0.12,8.33,19.88,1380.58,0.06,76.7,8.0,1.0,4.0,0.0,10.0,9.0,24.0,15.0,3.0,False
7947,22.0,4.0,4.0,2.0,63.0,299.56,0.05,19.55,15.32,5856.36,0.1,325.35,17.0,0.0,3.0,0.0,17.0,10.0,40.0,23.0,7.0,
7948,21.0,4.0,1.0,2.0,40.0,169.92,0.11,8.89,19.12,1510.37,0.06,83.91,17.0,0.0,2.0,0.0,10.0,9.0,24.0,16.0,7.0,
7949,87.0,16.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,False
7950,11.0,1.0,1.0,1.0,19.0,53.34,0.13,7.5,7.11,400.05,0.02,22.22,4.0,3.0,2.0,0.0,5.0,2.0,13.0,6.0,1.0,
7951,22.0,3.0,1.0,2.0,68.0,315.78,0.04,22.31,14.15,7045.89,0.11,391.44,15.0,2.0,3.0,0.0,17.0,8.0,47.0,21.0,5.0,
7952,22.0,4.0,4.0,2.0,65.0,312.48,0.05,18.55,16.85,5795.05,0.1,321.95,18.0,0.0,2.0,0.0,17.0,11.0,41.0,24.0,7.0,False
7953,17.0,1.0,1.0,1.0,56.0,193.73,0.06,17.5,11.07,3390.24,0.06,188.35,11.0,0.0,3.0,0.0,7.0,4.0,36.0,20.0,1.0,
7954,22.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
7955,24.0,5.0,5.0,2.0,50.0,216.1,0.07,15.0,14.41,3241.45,0.07,180.08,19.0,0.0,1.0,0.0,12.0,8.0,30.0,20.0,9.0,
7956,9.0,2.0,1.0,2.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,7.0,0.0,0.0,0.0,6.0,6.0,10.0,7.0,3.0,False
7958,31.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,False
7962,9.0,1.0,1.0,1.0,25.0,97.67,0.18,5.71,17.09,558.13,0.03,31.01,6.0,0.0,1.0,0.0,8.0,7.0,15.0,10.0,1.0,False
7963,60.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
7964,19.0,5.0,4.0,3.0,65.0,309.07,0.07,13.75,22.48,4249.68,0.1,236.09,16.0,0.0,1.0,0.0,15.0,12.0,43.0,22.0,9.0,
7967,114.0,1.0,1.0,1.0,330.0,2022.66,0.07,15.21,133.01,30758.43,0.67,1708.8,63.0,28.0,21.0,0.0,12.0,58.0,183.0,147.0,1.0,
7968,80.0,1.0,1.0,1.0,237.0,1399.93,0.08,13.0,107.69,18199.13,0.47,1011.06,45.0,17.0,16.0,0.0,12.0,48.0,133.0,104.0,1.0,
7969,60.0,4.0,1.0,3.0,210.0,1185.21,0.05,21.65,54.75,25656.31,0.4,1425.35,39.0,10.0,8.0,0.0,16.0,34.0,118.0,92.0,7.0,
7971,89.0,7.0,6.0,6.0,329.0,1995.74,0.03,30.85,64.69,61570.81,0.67,3420.6,53.0,18.0,15.0,0.0,20.0,47.0,184.0,145.0,13.0,
7972,67.0,7.0,7.0,7.0,205.0,1230.0,0.08,13.02,94.47,16014.6,0.41,889.7,44.0,8.0,13.0,0.0,14.0,50.0,112.0,93.0,13.0,
7973,132.0,5.0,1.0,5.0,395.0,2531.71,0.04,25.66,98.68,64955.35,0.84,3608.63,81.0,14.0,34.0,0.0,18.0,67.0,204.0,191.0,9.0,
7975,19.0,3.0,1.0,2.0,53.0,252.01,0.08,12.38,20.35,3121.04,0.08,173.39,13.0,0.0,4.0,0.0,14.0,13.0,30.0,23.0,5.0,
7977,24.0,8.0,3.0,4.0,70.0,343.48,0.06,15.69,21.89,5390.03,0.11,299.45,21.0,0.0,1.0,0.0,17.0,13.0,46.0,24.0,15.0,
7979,20.0,5.0,1.0,2.0,69.0,324.33,0.07,15.0,21.62,4864.96,0.11,270.28,15.0,0.0,3.0,0.0,13.0,13.0,39.0,30.0,9.0,
7980,19.0,4.0,1.0,2.0,40.0,172.88,0.07,13.93,12.41,2407.93,0.06,133.77,15.0,0.0,2.0,0.0,13.0,7.0,25.0,15.0,7.0,False
7981,25.0,3.0,1.0,3.0,36.0,150.12,0.09,11.0,13.65,1651.29,0.05,91.74,16.0,3.0,4.0,0.0,11.0,7.0,22.0,14.0,5.0,False
7982,31.0,6.0,1.0,1.0,64.0,289.51,0.04,28.57,10.13,8271.66,0.1,459.54,27.0,0.0,2.0,0.0,16.0,7.0,39.0,25.0,11.0,
7985,8.0,2.0,1.0,2.0,17.0,58.81,0.19,5.25,11.2,308.75,0.02,17.15,6.0,0.0,0.0,0.0,7.0,4.0,11.0,6.0,3.0,
7986,10.0,3.0,3.0,1.0,22.0,91.74,0.14,7.0,13.11,642.17,0.03,35.68,6.0,0.0,2.0,0.0,12.0,6.0,15.0,7.0,5.0,False
7988,18.0,4.0,1.0,3.0,41.0,177.2,0.08,12.22,14.5,2165.77,0.06,120.32,14.0,0.0,2.0,0.0,11.0,9.0,21.0,20.0,7.0,
7989,10.0,2.0,1.0,2.0,18.0,66.61,0.19,5.25,12.69,349.69,0.02,19.43,7.0,0.0,1.0,0.0,7.0,6.0,9.0,9.0,3.0,
7990,11.0,1.0,1.0,1.0,25.0,86.49,0.67,1.5,57.66,129.72,0.03,7.21,8.0,0.0,0.0,1.0,3.0,8.0,17.0,8.0,1.0,
7991,7.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,3.0,1.0,1.0,0.0,4.0,4.0,6.0,4.0,1.0,False
7993,7.0,1.0,1.0,1.0,16.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4.0,0.0,1.0,0.0,4.0,2.0,10.0,6.0,1.0,
7994,12.0,2.0,1.0,2.0,21.0,82.04,0.13,7.5,10.94,615.34,0.03,34.19,7.0,3.0,0.0,0.0,9.0,6.0,11.0,10.0,3.0,
7995,8.0,2.0,1.0,2.0,8.0,22.46,0.4,2.5,8.98,56.15,0.01,3.12,4.0,0.0,2.0,0.0,5.0,2.0,6.0,2.0,3.0,
7996,81.0,5.0,4.0,5.0,206.0,1294.79,0.08,12.52,103.45,16205.79,0.43,900.32,57.0,0.0,22.0,0.0,16.0,62.0,109.0,97.0,9.0,
7997,46.0,18.0,18.0,14.0,200.0,1134.49,0.05,21.67,52.35,24586.42,0.38,1365.91,39.0,0.0,5.0,0.0,19.0,32.0,127.0,73.0,35.0,
7999,9.0,2.0,1.0,1.0,22.0,88.0,0.15,6.6,13.33,580.8,0.03,32.27,6.0,0.0,1.0,0.0,11.0,5.0,16.0,6.0,3.0,
8000,9.0,2.0,1.0,1.0,24.0,100.08,0.14,7.0,14.3,700.55,0.03,38.92,6.0,0.0,1.0,0.0,12.0,6.0,17.0,7.0,3.0,
8002,72.0,5.0,1.0,3.0,264.0,1589.91,0.07,13.7,116.07,21778.7,0.53,1209.93,49.0,2.0,19.0,0.0,12.0,53.0,143.0,121.0,9.0,False
8003,27.0,3.0,3.0,2.0,50.0,229.25,0.18,5.7,40.22,1306.71,0.08,72.6,16.0,4.0,5.0,0.0,9.0,15.0,31.0,19.0,5.0,
8004,16.0,2.0,1.0,2.0,27.0,102.8,0.22,4.5,22.84,462.59,0.03,25.7,13.0,0.0,1.0,0.0,6.0,8.0,15.0,12.0,3.0,
8005,24.0,7.0,7.0,7.0,129.0,661.68,0.05,21.05,31.43,13930.05,0.22,773.89,21.0,0.0,1.0,0.0,16.0,19.0,79.0,50.0,13.0,
8006,29.0,1.0,1.0,1.0,62.0,242.23,0.17,6.0,40.37,1453.36,0.08,80.74,21.0,0.0,6.0,0.0,5.0,10.0,38.0,24.0,1.0,
8007,115.0,7.0,1.0,6.0,254.0,1281.28,0.02,40.83,31.38,52318.77,0.43,2906.6,88.0,0.0,25.0,0.0,15.0,18.0,156.0,98.0,13.0,
8008,21.0,4.0,3.0,2.0,62.0,307.16,0.08,12.19,25.2,3743.51,0.1,207.97,14.0,2.0,2.0,1.0,15.0,16.0,36.0,26.0,7.0,
8009,65.0,7.0,4.0,5.0,169.0,905.43,0.05,19.7,45.95,17840.25,0.3,991.13,33.0,19.0,11.0,0.0,14.0,27.0,93.0,76.0,13.0,
8010,36.0,7.0,3.0,2.0,79.0,408.42,0.05,21.7,18.82,8862.8,0.14,492.38,26.0,6.0,2.0,0.0,21.0,15.0,48.0,31.0,13.0,
8011,16.0,3.0,1.0,2.0,48.0,214.05,0.1,10.5,20.39,2247.55,0.07,124.86,13.0,0.0,1.0,0.0,11.0,11.0,27.0,21.0,5.0,False
8012,22.0,2.0,1.0,2.0,51.0,216.64,0.14,7.0,30.95,1516.51,0.07,84.25,17.0,2.0,1.0,0.0,7.0,12.0,27.0,24.0,3.0,False
8013,5.0,1.0,1.0,1.0,16.0,53.15,0.29,3.5,15.19,186.03,0.02,10.33,3.0,0.0,0.0,0.0,5.0,5.0,9.0,7.0,1.0,
8014,8.0,3.0,3.0,1.0,21.0,84.0,0.15,6.67,12.6,560.0,0.03,31.11,5.0,0.0,1.0,0.0,10.0,6.0,13.0,8.0,5.0,
8016,11.0,2.0,1.0,2.0,24.0,88.81,0.19,5.25,16.92,466.26,0.03,25.9,7.0,0.0,1.0,1.0,7.0,6.0,15.0,9.0,3.0,
8017,97.0,7.0,1.0,6.0,453.0,2794.98,0.02,40.87,68.39,114224.87,0.93,6345.83,92.0,0.0,3.0,0.0,19.0,53.0,225.0,228.0,13.0,
8018,6.0,1.0,1.0,1.0,13.0,36.5,0.44,2.25,16.21,82.12,0.01,4.56,4.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,1.0,
8020,6.0,1.0,1.0,1.0,11.0,33.0,0.4,2.5,13.2,82.5,0.01,4.58,3.0,0.0,1.0,0.0,4.0,4.0,6.0,5.0,1.0,False
8024,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,
8026,21.0,2.0,1.0,2.0,69.0,353.92,0.1,9.67,36.61,3421.23,0.12,190.07,16.0,1.0,2.0,0.0,14.0,21.0,40.0,29.0,3.0,
8027,20.0,2.0,1.0,2.0,77.0,377.83,0.07,14.44,26.17,5454.93,0.13,303.05,18.0,0.0,2.0,0.0,14.0,16.0,44.0,33.0,3.0,
8028,23.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
8029,29.0,6.0,5.0,3.0,80.0,416.76,0.06,15.63,26.66,6514.56,0.14,361.92,22.0,0.0,5.0,2.0,18.0,19.0,47.0,33.0,11.0,
8031,39.0,9.0,7.0,5.0,81.0,397.46,0.05,20.0,19.87,7949.16,0.13,441.62,24.0,12.0,1.0,0.0,16.0,14.0,46.0,35.0,17.0,
8032,8.0,3.0,1.0,2.0,18.0,64.53,0.18,5.6,11.52,361.36,0.02,20.08,6.0,0.0,0.0,0.0,7.0,5.0,10.0,8.0,5.0,
8033,93.0,10.0,1.0,10.0,130.0,691.85,0.1,9.83,70.36,6803.2,0.23,377.96,51.0,31.0,9.0,0.0,10.0,30.0,71.0,59.0,19.0,False
8034,16.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
8035,10.0,3.0,3.0,1.0,22.0,89.92,0.16,6.42,14.01,577.01,0.03,32.06,6.0,0.0,2.0,0.0,11.0,6.0,15.0,7.0,5.0,False
8036,5.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,3.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,
8039,17.0,5.0,1.0,1.0,58.0,254.75,0.05,19.5,13.06,4967.71,0.08,275.98,12.0,1.0,2.0,0.0,13.0,8.0,34.0,24.0,9.0,
8040,27.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,
8041,54.0,7.0,1.0,7.0,122.0,662.0,0.05,19.08,34.7,12631.04,0.22,701.72,45.0,0.0,7.0,0.0,18.0,25.0,69.0,53.0,13.0,False
8042,7.0,1.0,1.0,1.0,21.0,75.28,0.4,2.5,30.11,188.21,0.03,10.46,4.0,0.0,1.0,0.0,4.0,8.0,11.0,10.0,1.0,
8043,16.0,4.0,1.0,1.0,45.0,191.16,0.08,13.06,14.63,2496.98,0.06,138.72,11.0,1.0,1.0,0.0,11.0,8.0,26.0,19.0,7.0,
8045,12.0,1.0,1.0,1.0,24.0,86.04,0.36,2.75,31.29,236.61,0.03,13.14,7.0,2.0,1.0,0.0,4.0,8.0,13.0,11.0,1.0,
8046,47.0,5.0,4.0,5.0,86.0,433.82,0.07,14.0,30.99,6073.45,0.14,337.41,29.0,7.0,7.0,2.0,14.0,19.0,48.0,38.0,9.0,False
8048,64.0,8.0,1.0,6.0,151.0,709.77,0.03,38.18,18.59,27100.17,0.24,1505.57,42.0,17.0,1.0,0.0,15.0,11.0,95.0,56.0,15.0,
8049,27.0,3.0,1.0,3.0,69.0,307.7,0.08,12.5,24.62,3846.26,0.1,213.68,19.0,4.0,2.0,0.0,10.0,12.0,39.0,30.0,5.0,
8050,16.0,1.0,1.0,1.0,62.0,272.32,0.16,6.4,42.55,1742.87,0.09,96.83,10.0,3.0,1.0,0.0,6.0,15.0,30.0,32.0,1.0,
8051,10.0,2.0,1.0,1.0,30.0,120.0,0.14,7.0,17.14,840.0,0.04,46.67,7.0,0.0,1.0,0.0,8.0,8.0,16.0,14.0,3.0,
8052,25.0,2.0,1.0,2.0,56.0,256.76,0.18,5.56,46.19,1427.27,0.09,79.29,19.0,2.0,2.0,0.0,7.0,17.0,29.0,27.0,3.0,
8054,24.0,3.0,1.0,3.0,62.0,310.0,0.13,7.87,39.4,2439.21,0.1,135.51,19.0,0.0,3.0,0.0,13.0,19.0,39.0,23.0,5.0,False
8056,11.0,2.0,1.0,1.0,23.0,72.91,0.16,6.25,11.67,455.68,0.02,25.32,9.0,0.0,0.0,0.0,5.0,4.0,13.0,10.0,3.0,False
8058,83.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,False
8059,76.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,
8061,84.0,11.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,
8062,158.0,12.0,6.0,7.0,350.0,2123.13,0.03,32.34,65.65,68662.97,0.71,3814.61,103.0,30.0,19.0,1.0,20.0,47.0,198.0,152.0,23.0,False
8063,61.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
8064,110.0,16.0,15.0,9.0,298.0,1753.03,0.02,47.25,37.1,82830.56,0.58,4601.7,79.0,19.0,6.0,0.0,27.0,32.0,186.0,112.0,31.0,
8066,11.0,2.0,1.0,2.0,18.0,59.79,0.17,6.0,9.97,358.77,0.02,19.93,7.0,0.0,0.0,0.0,6.0,4.0,10.0,8.0,3.0,False
8068,15.0,1.0,1.0,1.0,40.0,166.8,0.37,2.71,61.45,452.73,0.06,25.15,7.0,3.0,3.0,0.0,4.0,14.0,21.0,19.0,1.0,
8069,15.0,1.0,1.0,1.0,40.0,166.8,0.37,2.71,61.45,452.73,0.06,25.15,9.0,3.0,3.0,0.0,4.0,14.0,21.0,19.0,1.0,
8070,24.0,2.0,1.0,2.0,91.0,399.7,0.08,13.23,30.21,5288.35,0.13,293.8,19.0,0.0,3.0,0.0,8.0,13.0,48.0,43.0,3.0,
8071,39.0,5.0,1.0,1.0,90.0,395.31,0.04,26.81,14.74,10599.21,0.13,588.85,30.0,0.0,7.0,0.0,13.0,8.0,57.0,33.0,7.0,
8073,39.0,5.0,1.0,1.0,90.0,395.31,0.04,26.81,14.74,10599.21,0.13,588.85,30.0,0.0,7.0,0.0,13.0,8.0,57.0,33.0,7.0,False
8074,5.0,1.0,1.0,1.0,11.0,30.88,0.2,5.0,6.18,154.4,0.01,8.58,3.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,False
8075,5.0,1.0,1.0,1.0,11.0,30.88,0.2,5.0,6.18,154.4,0.01,8.58,3.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,
8079,83.0,12.0,1.0,1.0,253.0,1144.46,0.01,67.6,16.93,77365.58,0.38,4298.09,66.0,0.0,15.0,0.0,13.0,10.0,149.0,104.0,21.0,
8080,8.0,1.0,1.0,1.0,21.0,79.95,0.21,4.67,17.13,373.12,0.03,20.73,5.0,0.0,1.0,0.0,8.0,6.0,14.0,7.0,1.0,
8082,93.0,8.0,1.0,8.0,289.0,1894.28,0.08,12.53,151.16,23738.4,0.63,1318.8,75.0,8.0,10.0,0.0,15.0,79.0,157.0,132.0,15.0,False
8084,69.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,False
8085,49.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,
8086,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,
8087,20.0,3.0,1.0,2.0,66.0,320.63,0.07,14.46,22.17,4637.64,0.11,257.64,15.0,0.0,3.0,0.0,15.0,14.0,39.0,27.0,5.0,
8088,15.0,2.0,1.0,2.0,50.0,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12.0,0.0,1.0,0.0,14.0,13.0,30.0,20.0,3.0,False
8089,162.0,45.0,40.0,20.0,416.0,2486.55,0.03,33.95,73.23,84426.99,0.83,4690.39,125.0,22.0,13.0,0.0,20.0,43.0,270.0,146.0,89.0,
8093,33.0,10.0,5.0,4.0,104.0,505.23,0.03,31.91,15.83,16121.43,0.17,895.64,28.0,0.0,3.0,0.0,18.0,11.0,65.0,39.0,19.0,
8096,83.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
8097,26.0,5.0,1.0,1.0,51.0,233.83,0.1,10.05,23.28,2348.96,0.08,130.5,18.0,0.0,5.0,1.0,13.0,11.0,34.0,17.0,6.0,
8098,19.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
8099,19.0,6.0,6.0,1.0,62.0,284.27,0.04,23.33,12.18,6632.91,0.09,368.5,16.0,0.0,3.0,0.0,15.0,9.0,34.0,28.0,11.0,
8100,27.0,6.0,1.0,1.0,99.0,427.87,0.03,32.67,13.1,13977.12,0.14,776.51,22.0,2.0,1.0,0.0,14.0,6.0,71.0,28.0,10.0,
8105,13.0,2.0,1.0,2.0,47.0,220.92,0.15,6.56,33.66,1449.79,0.07,80.54,11.0,0.0,0.0,0.0,10.0,16.0,26.0,21.0,3.0,False
8106,7.0,1.0,1.0,1.0,21.0,79.95,0.27,3.75,21.32,299.83,0.03,16.66,5.0,0.0,0.0,0.0,6.0,8.0,11.0,10.0,1.0,
8109,10.0,1.0,1.0,1.0,41.0,167.59,0.33,3.08,54.47,515.65,0.06,28.65,5.0,0.0,3.0,0.0,4.0,13.0,21.0,20.0,1.0,
8111,36.0,8.0,1.0,7.0,83.0,352.58,0.09,10.55,33.43,3718.1,0.12,206.56,33.0,0.0,0.0,0.0,8.0,11.0,54.0,29.0,15.0,
8112,23.0,9.0,9.0,3.0,86.0,408.92,0.03,30.0,13.63,12267.61,0.14,681.53,15.0,2.0,3.0,0.0,18.0,9.0,56.0,30.0,17.0,
8114,25.0,9.0,9.0,4.0,94.0,461.25,0.04,26.25,17.57,12107.75,0.15,672.65,17.0,2.0,3.0,0.0,18.0,12.0,59.0,35.0,17.0,False
8115,24.0,7.0,6.0,3.0,66.0,317.29,0.04,22.5,14.1,7138.92,0.11,396.61,15.0,3.0,3.0,0.0,18.0,10.0,41.0,25.0,13.0,
8117,44.0,10.0,6.0,6.0,112.0,596.06,0.05,19.23,31.0,11460.53,0.2,636.7,34.0,3.0,4.0,0.0,18.0,22.0,65.0,47.0,19.0,
8119,12.0,2.0,1.0,2.0,50.0,240.37,0.22,4.6,52.25,1105.69,0.08,61.43,10.0,0.0,0.0,0.0,8.0,20.0,27.0,23.0,3.0,
8120,9.0,2.0,1.0,1.0,19.0,70.31,0.29,3.5,20.09,246.08,0.02,13.67,6.0,0.0,0.0,0.0,7.0,6.0,13.0,6.0,3.0,False
8123,19.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,
8124,47.0,6.0,1.0,1.0,134.0,558.77,0.02,40.07,13.94,22390.71,0.19,1243.93,26.0,7.0,11.0,0.0,11.0,7.0,83.0,51.0,11.0,
8126,22.0,4.0,1.0,2.0,50.0,237.74,0.12,8.4,28.3,1997.05,0.08,110.95,18.0,0.0,2.0,0.0,12.0,15.0,29.0,21.0,7.0,
8127,18.0,5.0,5.0,3.0,28.0,116.76,0.17,6.0,19.46,700.55,0.04,38.92,14.0,0.0,2.0,0.0,9.0,9.0,16.0,12.0,9.0,
8128,26.0,8.0,4.0,6.0,80.0,366.8,0.06,15.65,23.43,5741.78,0.12,318.99,20.0,1.0,3.0,0.0,11.0,13.0,43.0,37.0,15.0,
8131,60.0,13.0,1.0,5.0,133.0,670.9,0.05,20.63,32.52,13841.82,0.22,768.99,51.0,3.0,4.0,0.0,14.0,19.0,77.0,56.0,22.0,
8132,27.0,8.0,1.0,2.0,67.0,314.93,0.09,11.73,26.84,3695.17,0.1,205.29,23.0,0.0,2.0,0.0,11.0,15.0,35.0,32.0,15.0,False
8133,21.0,5.0,1.0,4.0,72.0,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,18.0,0.0,1.0,0.0,12.0,15.0,39.0,33.0,9.0,
8135,11.0,3.0,3.0,3.0,42.0,187.3,0.14,7.0,26.76,1311.07,0.06,72.84,8.0,0.0,1.0,0.0,11.0,11.0,28.0,14.0,5.0,
8138,9.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
8146,17.0,4.0,1.0,1.0,32.0,133.44,0.08,11.79,11.32,1572.66,0.04,87.37,9.0,4.0,1.0,0.0,11.0,7.0,17.0,15.0,7.0,False
8147,17.0,6.0,3.0,2.0,62.0,272.32,0.05,21.12,12.89,5752.84,0.09,319.6,13.0,0.0,1.0,0.0,13.0,8.0,36.0,26.0,11.0,
8149,18.0,2.0,1.0,2.0,72.0,321.08,0.06,16.8,19.11,5394.13,0.11,299.67,12.0,0.0,4.0,0.0,12.0,10.0,44.0,28.0,3.0,
8150,15.0,3.0,1.0,3.0,51.0,233.83,0.1,10.05,23.28,2348.96,0.08,130.5,10.0,1.0,2.0,0.0,13.0,11.0,34.0,17.0,5.0,
8151,129.0,15.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,False
8152,13.0,2.0,1.0,2.0,45.0,200.67,0.1,9.6,20.9,1926.47,0.07,107.03,9.0,0.0,2.0,0.0,12.0,10.0,29.0,16.0,3.0,False
8153,16.0,3.0,3.0,2.0,60.0,294.41,0.09,11.5,25.6,3385.75,0.1,188.1,11.0,0.0,3.0,0.0,15.0,15.0,37.0,23.0,5.0,
8154,6.0,1.0,1.0,1.0,15.0,38.77,0.25,4.0,9.69,155.1,0.01,8.62,3.0,0.0,1.0,0.0,4.0,2.0,11.0,4.0,1.0,
8155,12.0,2.0,1.0,2.0,34.0,146.95,0.25,4.04,36.39,593.43,0.05,32.97,10.0,0.0,0.0,0.0,7.0,13.0,19.0,15.0,3.0,False
8156,4.0,1.0,1.0,1.0,11.0,30.88,0.2,5.0,6.18,154.4,0.01,8.58,2.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,
8157,7.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,3.0,0.0,4.0,2.0,4.0,2.0,1.0,
