d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
9854,32.0,5.0,1.0,4.0,48.0,207.45,0.15,6.67,31.12,1383.02,0.07,76.83,24.0,2.0,4.0,0.0,8.0,12.0,28.0,20.0,9.0,false
9855,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9856,14.0,2.0,1.0,2.0,50.0,212.4,0.16,6.42,33.1,1362.88,0.07,75.72,12.0,0.0,0.0,0.0,7.0,12.0,28.0,22.0,3.0,false
9857,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9858,15.0,3.0,1.0,2.0,24.0,88.81,0.14,7.2,12.33,639.44,0.03,35.52,11.0,0.0,2.0,0.0,8.0,5.0,15.0,9.0,5.0,false
9859,8.0,1.0,1.0,1.0,97.0,412.05,0.07,13.82,29.82,5693.77,0.14,316.32,5.0,0.0,1.0,0.0,8.0,11.0,59.0,38.0,1.0,false
9860,6.0,1.0,1.0,1.0,43.0,179.31,0.26,3.85,46.62,689.64,0.06,38.31,4.0,0.0,0.0,0.0,5.0,13.0,23.0,20.0,1.0,false
9861,32.0,5.0,4.0,3.0,94.0,456.65,0.06,17.14,26.64,7828.29,0.15,434.9,23.0,1.0,6.0,0.0,15.0,14.0,62.0,32.0,9.0,false
9862,53.0,7.0,1.0,7.0,155.0,788.56,0.03,38.25,20.62,30162.3,0.26,1675.68,39.0,5.0,4.0,3.0,18.0,16.0,87.0,68.0,13.0,false
9863,6.0,1.0,1.0,1.0,14.0,48.43,0.4,2.5,19.37,121.08,0.02,6.73,3.0,0.0,1.0,0.0,5.0,6.0,8.0,6.0,1.0,false
9864,10.0,2.0,1.0,1.0,22.0,85.95,0.21,4.81,17.86,413.64,0.03,22.98,6.0,0.0,2.0,0.0,7.0,8.0,11.0,11.0,3.0,false
9865,6.0,2.0,1.0,2.0,19.0,70.31,0.26,3.86,18.23,271.19,0.02,15.07,4.0,0.0,0.0,0.0,6.0,7.0,10.0,9.0,3.0,false
9866,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9867,19.0,4.0,1.0,4.0,49.0,181.32,0.08,12.83,14.13,2326.96,0.06,129.28,17.0,0.0,0.0,0.0,7.0,6.0,27.0,22.0,7.0,false
9868,12.0,3.0,1.0,3.0,18.0,62.27,0.28,3.6,17.3,224.17,0.02,12.45,8.0,0.0,2.0,0.0,6.0,5.0,12.0,6.0,5.0,false
9869,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9870,62.0,11.0,6.0,8.0,124.0,664.34,0.05,20.35,32.65,13517.8,0.22,750.99,42.0,8.0,10.0,0.0,18.0,23.0,72.0,52.0,21.0,false
9871,26.0,4.0,1.0,2.0,64.0,300.83,0.06,16.36,18.38,4922.64,0.1,273.48,21.0,0.0,3.0,0.0,15.0,11.0,40.0,24.0,7.0,false
9872,14.0,3.0,1.0,3.0,17.0,56.47,0.29,3.5,16.14,197.65,0.02,10.98,7.0,4.0,1.0,0.0,5.0,5.0,10.0,7.0,5.0,false
9873,16.0,2.0,1.0,2.0,23.0,82.45,0.28,3.57,23.09,294.48,0.03,16.36,12.0,1.0,1.0,0.0,5.0,7.0,13.0,10.0,3.0,false
9874,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9875,27.0,3.0,1.0,2.0,79.0,371.33,0.07,13.71,27.08,5092.59,0.12,282.92,19.0,2.0,4.0,0.0,12.0,14.0,47.0,32.0,5.0,false
9876,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9877,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9878,10.0,2.0,1.0,2.0,15.0,51.89,0.33,3.0,17.3,155.67,0.02,8.65,5.0,1.0,2.0,0.0,6.0,5.0,10.0,5.0,3.0,false
9879,11.0,2.0,1.0,2.0,13.0,41.21,0.32,3.12,13.19,128.78,0.01,7.15,6.0,2.0,1.0,0.0,5.0,4.0,8.0,5.0,3.0,false
9880,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9881,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9882,5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,1.0,false
9883,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9884,5.0,1.0,1.0,1.0,16.0,53.15,0.29,3.5,15.19,186.03,0.02,10.33,3.0,0.0,0.0,0.0,5.0,5.0,9.0,7.0,1.0,false
9885,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9886,37.0,3.0,1.0,3.0,67.0,331.93,0.1,9.75,34.04,3236.33,0.11,179.8,16.0,13.0,6.0,0.0,13.0,18.0,40.0,27.0,5.0,false
9887,45.0,8.0,3.0,4.0,80.0,428.6,0.08,12.13,35.33,5199.15,0.14,288.84,22.0,13.0,8.0,0.0,18.0,23.0,49.0,31.0,15.0,false
9888,24.0,4.0,1.0,4.0,49.0,204.33,0.11,8.8,23.22,1798.07,0.07,99.89,21.0,0.0,1.0,0.0,8.0,10.0,27.0,22.0,7.0,false
9889,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9890,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9891,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9892,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9893,17.0,3.0,1.0,3.0,34.0,141.78,0.21,4.77,29.71,676.67,0.05,37.59,13.0,0.0,2.0,0.0,7.0,11.0,19.0,15.0,5.0,false
9894,20.0,2.0,1.0,2.0,33.0,137.61,0.21,4.8,28.67,660.52,0.05,36.7,14.0,0.0,4.0,0.0,8.0,10.0,21.0,12.0,3.0,false
9895,18.0,2.0,1.0,2.0,34.0,141.78,0.2,5.09,27.85,721.78,0.05,40.1,10.0,2.0,4.0,0.0,7.0,11.0,18.0,16.0,3.0,false
9896,8.0,2.0,1.0,2.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,6.0,0.0,0.0,0.0,5.0,3.0,7.0,3.0,3.0,false
9897,8.0,2.0,1.0,2.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,6.0,0.0,0.0,0.0,5.0,3.0,7.0,3.0,3.0,false
9898,36.0,5.0,1.0,1.0,63.0,284.98,0.06,17.89,15.93,5098.05,0.09,283.23,23.0,5.0,6.0,0.0,14.0,9.0,40.0,23.0,9.0,false
9899,22.0,4.0,1.0,3.0,64.0,317.07,0.07,14.4,22.02,4565.79,0.11,253.65,16.0,0.0,3.0,0.0,16.0,15.0,38.0,27.0,7.0,false
9900,15.0,3.0,1.0,2.0,27.0,110.36,0.16,6.19,17.84,682.86,0.04,37.94,11.0,1.0,1.0,0.0,9.0,8.0,16.0,11.0,5.0,false
9901,36.0,6.0,4.0,6.0,86.0,417.79,0.08,12.19,34.28,5091.77,0.14,282.88,25.0,4.0,5.0,0.0,13.0,16.0,56.0,30.0,11.0,false
9902,13.0,2.0,1.0,2.0,22.0,76.11,0.19,5.4,14.09,410.98,0.03,22.83,11.0,0.0,0.0,0.0,6.0,5.0,13.0,9.0,3.0,false
9903,15.0,2.0,1.0,2.0,30.0,120.0,0.2,5.06,23.74,606.67,0.04,33.7,11.0,0.0,2.0,0.0,7.0,9.0,17.0,13.0,3.0,false
9904,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9905,5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9906,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,false
9907,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9908,38.0,6.0,5.0,6.0,192.0,984.82,0.03,30.33,32.47,29872.94,0.33,1659.61,34.0,0.0,2.0,0.0,14.0,21.0,101.0,91.0,11.0,false
9909,9.0,2.0,1.0,2.0,13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,6.0,0.0,1.0,0.0,4.0,5.0,8.0,5.0,3.0,false
9910,10.0,2.0,1.0,2.0,31.0,111.13,0.2,5.0,22.23,555.67,0.04,30.87,8.0,0.0,0.0,0.0,5.0,7.0,17.0,14.0,3.0,false
9911,22.0,1.0,1.0,1.0,93.0,426.4,0.09,11.0,38.76,4690.42,0.14,260.57,13.0,0.0,7.0,0.0,8.0,16.0,49.0,44.0,1.0,false
9912,14.0,2.0,1.0,2.0,41.0,160.18,0.22,4.5,35.6,720.82,0.05,40.05,11.0,0.0,1.0,0.0,5.0,10.0,23.0,18.0,3.0,false
9913,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9914,6.0,1.0,1.0,1.0,21.0,79.95,0.36,2.78,28.78,222.1,0.03,12.34,4.0,0.0,0.0,0.0,5.0,9.0,11.0,10.0,1.0,false
9915,14.0,3.0,1.0,1.0,21.0,75.28,0.31,3.21,23.42,241.98,0.03,13.44,10.0,0.0,2.0,0.0,5.0,7.0,12.0,9.0,5.0,false
9916,30.0,4.0,1.0,4.0,60.0,278.63,0.07,14.0,19.9,3900.84,0.09,216.71,17.0,4.0,6.0,1.0,14.0,11.0,38.0,22.0,7.0,false
9917,7.0,1.0,1.0,1.0,17.0,56.47,0.1,10.0,5.65,564.73,0.02,31.37,4.0,1.0,0.0,0.0,8.0,2.0,12.0,5.0,1.0,false
9918,6.0,1.0,1.0,1.0,12.0,36.0,0.17,6.0,6.0,216.0,0.01,12.0,3.0,0.0,0.0,0.0,6.0,2.0,8.0,4.0,1.0,false
9919,7.0,1.0,1.0,1.0,17.0,56.47,0.1,10.0,5.65,564.73,0.02,31.37,4.0,1.0,0.0,0.0,8.0,2.0,12.0,5.0,1.0,false
9920,6.0,1.0,1.0,1.0,12.0,36.0,0.17,6.0,6.0,216.0,0.01,12.0,3.0,0.0,0.0,0.0,6.0,2.0,8.0,4.0,1.0,false
9921,13.0,2.0,1.0,2.0,15.0,49.83,0.33,3.0,16.61,149.49,0.02,8.3,9.0,0.0,1.0,1.0,6.0,4.0,11.0,4.0,3.0,false
9922,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,false
9923,6.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,3.0,false
9924,8.0,2.0,1.0,2.0,8.0,22.46,0.4,2.5,8.98,56.15,0.01,3.12,5.0,0.0,1.0,0.0,5.0,2.0,6.0,2.0,3.0,false
9925,14.0,2.0,1.0,2.0,30.0,111.01,0.18,5.57,19.93,618.5,0.04,34.36,12.0,0.0,0.0,0.0,6.0,7.0,17.0,13.0,3.0,false
9926,60.0,7.0,1.0,7.0,288.0,1608.47,0.04,26.19,61.43,42118.91,0.54,2339.94,54.0,0.0,4.0,0.0,13.0,35.0,147.0,141.0,13.0,false
9927,25.0,3.0,1.0,2.0,102.0,505.33,0.07,15.17,33.32,7664.14,0.17,425.79,20.0,0.0,3.0,0.0,13.0,18.0,60.0,42.0,5.0,false
9928,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9929,6.0,1.0,1.0,1.0,13.0,43.19,0.4,2.5,17.27,107.96,0.01,6.0,3.0,0.0,1.0,0.0,5.0,5.0,8.0,5.0,1.0,false
9930,8.0,2.0,1.0,2.0,44.0,201.74,0.16,6.43,31.38,1296.89,0.07,72.05,6.0,0.0,0.0,0.0,10.0,14.0,26.0,18.0,3.0,false
9931,50.0,7.0,4.0,4.0,116.0,633.29,0.06,16.05,39.44,10167.89,0.21,564.88,33.0,10.0,5.0,0.0,17.0,27.0,65.0,51.0,13.0,false
9932,6.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,0.0,1.0,0.0,3.0,3.0,5.0,3.0,1.0,false
9933,11.0,2.0,1.0,2.0,43.0,202.12,0.11,9.0,22.46,1819.07,0.07,101.06,8.0,0.0,1.0,0.0,12.0,14.0,22.0,21.0,3.0,false
9934,15.0,3.0,1.0,1.0,36.0,133.22,0.13,7.58,17.57,1010.22,0.04,56.12,13.0,0.0,0.0,0.0,7.0,6.0,23.0,13.0,5.0,false
9935,11.0,2.0,1.0,2.0,54.0,262.33,0.11,8.82,29.73,2314.69,0.09,128.59,8.0,0.0,1.0,0.0,12.0,17.0,29.0,25.0,3.0,false
9936,6.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,0.0,0.0,0.0,4.0,6.0,8.0,6.0,1.0,false
9937,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9938,4.0,1.0,1.0,1.0,6.0,13.93,0.25,4.0,3.48,55.73,0.0,3.1,2.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,false
9939,4.0,1.0,1.0,1.0,6.0,13.93,0.25,4.0,3.48,55.73,0.0,3.1,2.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,false
9940,24.0,4.0,1.0,3.0,68.0,336.89,0.07,13.59,24.78,4579.54,0.11,254.42,17.0,0.0,4.0,0.0,15.0,16.0,39.0,29.0,7.0,false
9941,12.0,2.0,1.0,2.0,23.0,82.45,0.28,3.57,23.09,294.48,0.03,16.36,8.0,1.0,1.0,0.0,5.0,7.0,13.0,10.0,3.0,false
9942,11.0,3.0,3.0,2.0,18.0,66.61,0.29,3.5,19.03,233.13,0.02,12.95,9.0,0.0,0.0,0.0,7.0,6.0,12.0,6.0,5.0,false
9943,13.0,2.0,1.0,2.0,25.0,92.51,0.29,3.44,26.91,318.01,0.03,17.67,11.0,0.0,0.0,0.0,5.0,8.0,14.0,11.0,3.0,false
9944,7.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4.0,0.0,1.0,0.0,5.0,3.0,6.0,3.0,3.0,false
9945,17.0,1.0,1.0,1.0,68.0,326.9,0.1,9.75,33.53,3187.28,0.11,177.07,10.0,1.0,4.0,0.0,12.0,16.0,42.0,26.0,1.0,false
9946,16.0,2.0,1.0,1.0,16.0,53.15,0.33,3.0,17.72,159.45,0.02,8.86,10.0,3.0,1.0,0.0,5.0,5.0,10.0,6.0,3.0,false
9947,18.0,3.0,1.0,3.0,70.0,291.89,0.08,13.2,22.11,3853.01,0.1,214.06,16.0,0.0,0.0,0.0,8.0,10.0,37.0,33.0,5.0,false
9948,26.0,2.0,1.0,2.0,31.0,121.11,0.25,4.0,30.28,484.45,0.04,26.91,14.0,7.0,3.0,0.0,6.0,9.0,19.0,12.0,3.0,false
9949,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9950,6.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,3.0,false
9951,20.0,6.0,6.0,2.0,77.0,385.0,0.08,13.24,29.09,5095.59,0.13,283.09,15.0,0.0,3.0,0.0,15.0,17.0,47.0,30.0,11.0,false
9952,11.0,2.0,1.0,2.0,29.0,100.32,0.18,5.42,18.52,543.42,0.03,30.19,9.0,0.0,0.0,0.0,5.0,6.0,16.0,13.0,3.0,false
9953,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
9954,13.0,2.0,1.0,2.0,36.0,167.18,0.16,6.33,26.4,1058.8,0.06,58.82,10.0,0.0,1.0,0.0,10.0,15.0,17.0,19.0,3.0,false
9955,11.0,1.0,1.0,1.0,18.0,62.27,0.34,2.92,21.35,181.62,0.02,10.09,6.0,1.0,2.0,0.0,5.0,6.0,11.0,7.0,1.0,false
9956,14.0,2.0,1.0,2.0,20.0,74.01,0.4,2.5,29.6,185.02,0.02,10.28,8.0,2.0,2.0,0.0,5.0,8.0,12.0,8.0,3.0,false
9957,314.0,86.0,29.0,31.0,1449.0,9668.34,0.01,149.93,64.48,1449530.13,3.22,80529.45,300.0,0.0,11.0,0.0,35.0,67.0,875.0,574.0,168.0,false
9958,15.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,6.0,2.0,0.0,4.0,6.0,8.0,6.0,1.0,false
9959,46.0,8.0,1.0,2.0,113.0,597.25,0.06,18.16,32.89,10845.53,0.2,602.53,34.0,5.0,5.0,0.0,17.0,22.0,66.0,47.0,15.0,false
9960,7.0,2.0,1.0,2.0,12.0,38.04,0.32,3.12,12.17,118.87,0.01,6.6,5.0,0.0,0.0,0.0,5.0,4.0,7.0,5.0,3.0,false
9961,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,false
9962,306.0,55.0,15.0,24.0,843.0,5344.49,0.01,86.11,62.06,460231.48,1.78,25568.42,212.0,63.0,27.0,2.0,28.0,53.0,517.0,326.0,109.0,false
9963,10.0,1.0,1.0,1.0,31.0,121.11,0.18,5.69,21.29,688.83,0.04,38.27,6.0,0.0,2.0,0.0,7.0,8.0,18.0,13.0,1.0,false
9964,65.0,8.0,1.0,3.0,167.0,932.69,0.05,20.97,44.49,19554.3,0.31,1086.35,52.0,3.0,6.0,2.0,19.0,29.0,103.0,64.0,15.0,false
9965,22.0,3.0,1.0,3.0,64.0,317.07,0.1,10.31,30.75,3269.77,0.11,181.65,16.0,0.0,4.0,0.0,15.0,16.0,42.0,22.0,5.0,false
9966,20.0,5.0,4.0,3.0,61.0,286.73,0.11,9.17,31.28,2628.33,0.1,146.02,18.0,0.0,0.0,0.0,11.0,15.0,36.0,25.0,9.0,false
9967,42.0,7.0,4.0,3.0,127.0,675.88,0.04,22.62,29.88,15287.87,0.23,849.33,37.0,1.0,2.0,0.0,19.0,21.0,77.0,50.0,13.0,false
9968,22.0,3.0,1.0,3.0,64.0,317.07,0.1,10.31,30.75,3269.77,0.11,181.65,16.0,0.0,4.0,0.0,15.0,16.0,42.0,22.0,5.0,false
9969,42.0,7.0,4.0,3.0,129.0,695.61,0.05,21.07,33.02,14653.15,0.23,814.06,37.0,1.0,2.0,0.0,19.0,23.0,78.0,51.0,13.0,false
9970,22.0,3.0,1.0,3.0,64.0,317.07,0.1,10.31,30.75,3269.77,0.11,181.65,16.0,0.0,4.0,0.0,15.0,16.0,42.0,22.0,5.0,false
9971,65.0,8.0,1.0,3.0,167.0,927.62,0.05,21.71,42.72,20142.53,0.31,1119.03,52.0,3.0,6.0,2.0,19.0,28.0,103.0,64.0,15.0,false
9972,22.0,3.0,1.0,3.0,64.0,317.07,0.1,10.31,30.75,3269.77,0.11,181.65,16.0,0.0,4.0,0.0,15.0,16.0,42.0,22.0,5.0,false
9973,11.0,1.0,1.0,1.0,40.0,163.5,0.11,9.29,17.61,1518.2,0.05,84.34,6.0,0.0,2.0,1.0,10.0,7.0,27.0,13.0,1.0,false
9974,17.0,2.0,1.0,2.0,56.0,249.73,0.11,8.75,28.54,2185.12,0.08,121.4,12.0,1.0,2.0,0.0,10.0,12.0,35.0,21.0,3.0,false
9975,10.0,2.0,1.0,2.0,24.0,91.38,0.15,6.67,13.71,609.18,0.03,33.84,7.0,0.0,1.0,0.0,8.0,6.0,14.0,10.0,3.0,false
9976,12.0,1.0,1.0,1.0,29.0,100.32,0.25,4.0,25.08,401.29,0.03,22.29,6.0,2.0,2.0,0.0,4.0,7.0,15.0,14.0,1.0,false
9977,29.0,5.0,1.0,5.0,117.0,574.11,0.09,11.75,48.86,6745.75,0.19,374.76,25.0,0.0,2.0,0.0,10.0,20.0,70.0,47.0,9.0,false
9978,10.0,1.0,1.0,1.0,24.0,93.77,0.27,3.67,25.57,343.81,0.03,19.1,6.0,1.0,1.0,0.0,6.0,9.0,13.0,11.0,1.0,false
9979,7.0,1.0,1.0,1.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,4.0,0.0,1.0,0.0,8.0,5.0,10.0,5.0,1.0,false
9980,13.0,1.0,1.0,1.0,52.0,197.98,0.09,11.33,17.47,2243.8,0.07,124.66,9.0,0.0,1.0,0.0,8.0,6.0,35.0,17.0,1.0,false
9981,10.0,2.0,1.0,2.0,28.0,118.94,0.23,4.36,27.26,519.02,0.04,28.83,8.0,0.0,0.0,0.0,8.0,11.0,16.0,12.0,3.0,false
9982,15.0,1.0,1.0,1.0,30.0,122.62,0.24,4.2,29.2,515.02,0.04,28.61,5.0,0.0,8.0,0.0,7.0,10.0,18.0,12.0,1.0,false
9983,14.0,2.0,1.0,1.0,105.0,515.22,0.07,13.61,37.87,7009.75,0.17,389.43,10.0,0.0,2.0,0.0,11.0,19.0,58.0,47.0,3.0,false
9984,32.0,3.0,1.0,2.0,59.0,283.63,0.09,11.0,25.78,3119.97,0.09,173.33,14.0,6.0,10.0,0.0,14.0,14.0,37.0,22.0,5.0,false
9985,4.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2.0,0.0,0.0,0.0,6.0,4.0,7.0,4.0,1.0,false
9986,12.0,2.0,1.0,1.0,32.0,135.93,0.08,11.92,11.41,1619.88,0.05,89.99,7.0,0.0,3.0,0.0,13.0,6.0,21.0,11.0,3.0,false
9987,33.0,3.0,1.0,2.0,60.0,291.48,0.1,9.75,29.9,2841.92,0.1,157.88,17.0,5.0,8.0,0.0,13.0,16.0,36.0,24.0,5.0,false
9988,35.0,4.0,3.0,2.0,118.0,627.99,0.05,20.36,30.85,12784.03,0.21,710.22,23.0,5.0,4.0,0.0,19.0,21.0,77.0,45.0,7.0,false
9989,7.0,1.0,1.0,1.0,18.0,62.27,0.34,2.92,21.35,181.62,0.02,10.09,4.0,0.0,1.0,0.0,5.0,6.0,11.0,7.0,1.0,false
9990,19.0,1.0,1.0,1.0,57.0,257.83,0.11,9.23,27.93,2380.09,0.09,132.23,12.0,0.0,4.0,0.0,10.0,13.0,33.0,24.0,1.0,false
9991,20.0,1.0,1.0,1.0,55.0,248.8,0.11,8.85,28.12,2200.89,0.08,122.27,13.0,0.0,4.0,0.0,10.0,13.0,32.0,23.0,1.0,false
9992,18.0,1.0,1.0,1.0,57.0,257.83,0.11,9.23,27.93,2380.09,0.09,132.23,12.0,0.0,3.0,0.0,10.0,13.0,33.0,24.0,1.0,false
9993,16.0,1.0,1.0,1.0,49.0,215.22,0.11,9.09,23.67,1956.58,0.07,108.7,10.0,0.0,3.0,0.0,10.0,11.0,29.0,20.0,1.0,false
9994,32.0,6.0,6.0,2.0,128.0,702.96,0.05,21.44,32.79,15069.64,0.23,837.2,24.0,1.0,4.0,0.0,21.0,24.0,79.0,49.0,11.0,false
9995,11.0,2.0,1.0,1.0,18.0,68.53,0.21,4.67,14.69,319.82,0.02,17.77,7.0,0.0,2.0,0.0,8.0,6.0,11.0,7.0,3.0,false
9996,9.0,2.0,1.0,2.0,14.0,42.0,0.5,2.0,21.0,84.0,0.01,4.67,7.0,0.0,0.0,0.0,4.0,4.0,10.0,4.0,3.0,false
9997,49.0,4.0,1.0,3.0,122.0,615.42,0.04,22.84,26.94,14058.41,0.21,781.02,33.0,7.0,7.0,0.0,17.0,16.0,79.0,43.0,7.0,false
9998,51.0,10.0,7.0,3.0,146.0,730.0,0.03,38.33,19.04,27983.33,0.24,1554.63,41.0,4.0,4.0,0.0,20.0,12.0,100.0,46.0,19.0,false
9999,139.0,11.0,11.0,11.0,321.0,1974.07,0.04,26.27,75.13,51867.69,0.66,2881.54,75.0,28.0,32.0,2.0,20.0,51.0,187.0,134.0,21.0,false
10000,15.0,3.0,1.0,1.0,26.0,101.58,0.19,5.14,19.75,522.4,0.03,29.02,11.0,0.0,2.0,0.0,8.0,7.0,17.0,9.0,4.0,false
10001,39.0,11.0,11.0,1.0,126.0,585.13,0.04,27.08,21.6,15847.16,0.2,880.4,28.0,9.0,2.0,0.0,13.0,12.0,76.0,50.0,21.0,false
10002,91.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,false
10003,38.0,5.0,1.0,5.0,109.0,602.07,0.09,11.61,51.84,6991.76,0.2,388.43,31.0,0.0,5.0,0.0,15.0,31.0,61.0,48.0,6.0,false
10004,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,false
10005,28.0,3.0,1.0,1.0,70.0,286.12,0.04,23.83,12.01,6819.25,0.1,378.85,20.0,2.0,2.0,0.0,11.0,6.0,44.0,26.0,5.0,false
10006,98.0,11.0,1.0,10.0,343.0,1786.84,0.03,32.58,54.85,58209.83,0.6,3233.88,75.0,0.0,21.0,0.0,11.0,26.0,189.0,154.0,21.0,false
10007,23.0,5.0,1.0,4.0,114.0,579.97,0.05,22.0,26.36,12759.36,0.19,708.85,18.0,0.0,3.0,0.0,17.0,17.0,70.0,44.0,9.0,false
10008,15.0,1.0,1.0,1.0,70.0,280.0,0.05,20.0,14.0,5600.0,0.09,311.11,12.0,0.0,0.0,1.0,10.0,6.0,46.0,24.0,1.0,false
